,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5
1885,B,False,1375100000000.0,1570100000000.0,713810000000.0,872080000000.0,797990000000.0
1886,B,False,334620000000.0,592690000000.0,842120000000.0,707240000000.0,485710000000.0
1887,B,False,1492500000000.0,1573700000000.0,1687200000000.0,1782300000000.0,2042000000000.0
1888,B,False,1288800000000.0,1031800000000.0,1008900000000.0,452250000000.0,304420000000.0
1889,B,False,1769800000000.0,393210000000.0,1010700000000.0,1850900000000.0,731100000000.0
1890,B,False,1583700000000.0,1270600000000.0,1768200000000.0,1464300000000.0,1518600000000.0
1891,B,False,3796000000000.0,3451100000000.0,3405000000000.0,3674500000000.0,3920000000000.0
1892,N,False,239970000000.0,260850000000.0,275620000000.0,369400000000.0,223580000000.0
1893,N,False,343070000000.0,482110000000.0,631620000000.0,534810000000.0,635340000000.0
1894,N,False,326720000000.0,113800000000.0,250650000000.0,69656000000.0,127610000000.0
1895,N,False,521190000000.0,721290000000.0,596910000000.0,934750000000.0,746730000000.0
1896,N,False,512740000000.0,273590000000.0,692960000000.0,895440000000.0,841440000000.0
1897,N,False,734270000000.0,731270000000.0,549470000000.0,558040000000.0,649080000000.0
1898,N,False,524410000000.0,356280000000.0,561180000000.0,571190000000.0,424500000000.0
1899,N,False,488770000000.0,451470000000.0,470820000000.0,417920000000.0,204880000000.0
1900,N,False,1099900000000.0,1173300000000.0,550110000000.0,1055500000000.0,620530000000.0
1901,N,False,567110000000.0,536240000000.0,447560000000.0,502280000000.0,676650000000.0
1902,N,False,650370000000.0,741320000000.0,637080000000.0,1059500000000.0,731980000000.0
1903,N,False,475570000000.0,280670000000.0,337990000000.0,439380000000.0,556910000000.0
1904,N,False,964330000000.0,940330000000.0,696760000000.0,780560000000.0,1083900000000.0
1905,N,False,341690000000.0,564360000000.0,489010000000.0,530620000000.0,485340000000.0
1906,N,False,805230000000.0,1315800000000.0,1247100000000.0,733800000000.0,860870000000.0
1907,N,False,350900000000.0,1239900000000.0,1031300000000.0,963560000000.0,1428400000000.0
1908,N,False,267190000000.0,92077000000.0,219150000000.0,145990000000.0,273180000000.0
1909,N,False,408560000000.0,666040000000.0,260000000000.0,325490000000.0,677300000000.0
1910,N,False,489840000000.0,322600000000.0,366550000000.0,141920000000.0,95352000000.0
1911,N,False,35288000000.0,435010000000.0,534890000000.0,329560000000.0,356960000000.0
1912,N,False,1260100000000.0,1265600000000.0,643710000000.0,1411300000000.0,1233900000000.0
1913,N,False,927610000000.0,642970000000.0,1172600000000.0,903480000000.0,1039300000000.0
1914,N,False,207190000000.0,383100000000.0,243650000000.0,277760000000.0,438670000000.0
1915,N,False,1911100000000.0,1955200000000.0,1867900000000.0,2278400000000.0,2416600000000.0
1916,N,False,546060000000.0,799710000000.0,260930000000.0,215480000000.0,354490000000.0
1917,N,False,5956600000000.0,6830100000000.0,7505300000000.0,6267700000000.0,6513700000000.0
1918,N,False,19656000000000.0,19041000000000.0,18790000000000.0,17690000000000.0,17605000000000.0
1919,N,False,114440000000.0,253450000000.0,352630000000.0,361020000000.0,526440000000.0
1920,N,False,18738000000000.0,18320000000000.0,17236000000000.0,18097000000000.0,18105000000000.0
1921,N,False,660930000000.0,840900000000.0,810910000000.0,979970000000.0,1068500000000.0
1922,N,False,6957300000000.0,7297500000000.0,6505700000000.0,6815400000000.0,7013300000000.0
1923,N,False,2276300000000.0,2955900000000.0,2846300000000.0,2392000000000.0,2519100000000.0
1924,N,False,584720000000.0,961960000000.0,834650000000.0,734750000000.0,654550000000.0
1925,N,False,64235000000.0,85583000000.0,292840000000.0,327280000000.0,211290000000.0
1926,N,False,88819000000.0,71589000000.0,32366000000.0,116610000000.0,129630000000.0
1927,N,False,97164000000.0,340090000000.0,303260000000.0,25986000000.0,262230000000.0
1928,N,False,1505300000000.0,1413400000000.0,1226500000000.0,983730000000.0,785960000000.0
1929,N,False,337590000000.0,198420000000.0,194250000000.0,167490000000.0,468320000000.0
1930,N,False,2949100000000.0,3359600000000.0,3343800000000.0,3908000000000.0,4033200000000.0
1931,N,False,985310000000.0,1277700000000.0,1005400000000.0,1105800000000.0,1144600000000.0
1932,N,False,18863000000000.0,17756000000000.0,18702000000000.0,18251000000000.0,17635000000000.0
1933,N,False,421320000000.0,455320000000.0,563370000000.0,550170000000.0,589340000000.0
1934,N,False,354650000000.0,185540000000.0,441390000000.0,362250000000.0,225350000000.0
1935,N,False,97266000000.0,287380000000.0,161980000000.0,280950000000.0,243320000000.0
1936,N,False,1211600000000.0,1229100000000.0,1596400000000.0,1253000000000.0,1128600000000.0
1937,N,False,4151200000000.0,2984500000000.0,3181200000000.0,3990700000000.0,3241500000000.0
1938,N,False,4151200000000.0,2984500000000.0,3181200000000.0,3990700000000.0,3241500000000.0
1939,N,False,1124800000000.0,955620000000.0,1078500000000.0,953230000000.0,476830000000.0
1940,N,False,1284200000000.0,1026000000000.0,1172800000000.0,1171400000000.0,1204300000000.0
1941,N,False,171600000000.0,107290000000.0,205910000000.0,230610000000.0,267980000000.0
1942,N,False,542060000000.0,405980000000.0,483400000000.0,409760000000.0,27744000000.0
1943,N,False,1787900000000.0,1969500000000.0,2307300000000.0,1989200000000.0,1793300000000.0
1944,N,False,19837000000000.0,20802000000000.0,20738000000000.0,21673000000000.0,21742000000000.0
1945,N,False,723960000000.0,1076200000000.0,1493600000000.0,1496600000000.0,667690000000.0
1946,N,False,4205100000000.0,4122100000000.0,3377300000000.0,3008800000000.0,3822700000000.0
1947,N,False,38822000000.0,16265000000.0,151580000000.0,322480000000.0,85960000000.0
1948,N,False,520920000000.0,490900000000.0,369400000000.0,511780000000.0,557960000000.0
1949,N,False,9696300000000.0,10310000000000.0,9933200000000.0,9175800000000.0,8749300000000.0
1950,N,False,861140000000.0,790100000000.0,876250000000.0,463250000000.0,818080000000.0
1951,N,False,13288000000000.0,14570000000000.0,15375000000000.0,17425000000000.0,15926000000000.0
1952,N,False,6051500000000.0,4222000000000.0,3612100000000.0,3795000000000.0,3752300000000.0
1953,N,False,6687800000000.0,6050500000000.0,5832700000000.0,6784400000000.0,6788500000000.0
1954,N,False,3289500000000.0,2125700000000.0,1518000000000.0,1964300000000.0,1952700000000.0
1955,N,False,2021500000000.0,2030800000000.0,2733000000000.0,2070400000000.0,1794800000000.0
1956,N,False,2243300000000.0,2421000000000.0,1721500000000.0,1946900000000.0,1915600000000.0
1957,N,False,575550000000.0,850810000000.0,683300000000.0,881880000000.0,781560000000.0
1958,N,False,604430000000.0,693290000000.0,949840000000.0,352030000000.0,501980000000.0
1959,N,False,2086600000000.0,1589600000000.0,1918900000000.0,2097200000000.0,1131000000000.0
1960,N,False,2056700000000.0,2478200000000.0,2179500000000.0,2721600000000.0,3380500000000.0
1961,N,False,6226400000000.0,7476500000000.0,6646500000000.0,7261100000000.0,6771400000000.0
1962,N,False,526000000000.0,280170000000.0,165900000000.0,170400000000.0,503450000000.0
1963,N,False,2928600000000.0,3882900000000.0,3127700000000.0,3363300000000.0,3358700000000.0
1964,N,False,3143400000000.0,4226800000000.0,3830500000000.0,3665500000000.0,3866600000000.0
1965,N,False,1011100000000.0,1370500000000.0,1062600000000.0,1002000000000.0,544140000000.0
1966,N,False,2289800000000.0,2601700000000.0,5370400000000.0,3160700000000.0,3052900000000.0
1967,N,False,296810000000.0,545340000000.0,595990000000.0,553920000000.0,224910000000.0
1968,N,False,6405800000000.0,6034200000000.0,6741300000000.0,7094100000000.0,5527600000000.0
1969,N,False,6405800000000.0,6034200000000.0,6741300000000.0,7094100000000.0,5527600000000.0
1970,N,False,3855400000000.0,4019700000000.0,3705600000000.0,3153900000000.0,3403700000000.0
1971,N,False,7827800000000.0,6636500000000.0,6433500000000.0,6948200000000.0,6839100000000.0
1972,N,False,1873300000000.0,1468600000000.0,3794100000000.0,2134100000000.0,2392200000000.0
1973,N,False,467530000000.0,440490000000.0,214800000000.0,743420000000.0,43547000000.0
1974,N,False,1284800000000.0,1508800000000.0,1355400000000.0,1008500000000.0,1326400000000.0
1975,N,False,4161300000000.0,4771500000000.0,5421700000000.0,4295900000000.0,5576500000000.0
1976,N,False,11909000000000.0,11435000000000.0,11303000000000.0,9487600000000.0,9950300000000.0
1977,N,False,10707000000000.0,12429000000000.0,10035000000000.0,9115300000000.0,9521700000000.0
1978,N,False,912700000000.0,1277100000000.0,933870000000.0,1045600000000.0,1009300000000.0
1979,N,False,7685700000000.0,8351300000000.0,7861000000000.0,9354500000000.0,9066600000000.0
1980,N,False,7685700000000.0,8351300000000.0,7861000000000.0,9354500000000.0,9066600000000.0
1981,N,False,3618600000000.0,2459800000000.0,2664500000000.0,2183800000000.0,2548200000000.0
1982,N,False,3618600000000.0,2459800000000.0,2664500000000.0,2183800000000.0,2548200000000.0
1983,N,False,929250000000.0,957670000000.0,782110000000.0,751160000000.0,809910000000.0
1984,N,False,6559600000000.0,7134300000000.0,8594100000000.0,9416800000000.0,8664500000000.0
1985,N,False,216770000000.0,95353000000.0,493660000000.0,371190000000.0,500450000000.0
1986,N,False,9997200000000.0,9261800000000.0,10782000000000.0,10166000000000.0,9783000000000.0
1987,N,False,8801700000000.0,9421900000000.0,10117000000000.0,8893000000000.0,8880500000000.0
1988,N,False,941590000000.0,1194600000000.0,1017200000000.0,1304800000000.0,1281900000000.0
1989,N,False,33397000000.0,54051000000.0,22040000000.0,11502000000.0,101000000000.0
1990,N,False,919300000000.0,572610000000.0,796210000000.0,451900000000.0,587950000000.0
1991,N,False,699520000000.0,763240000000.0,574120000000.0,228440000000.0,566040000000.0
1992,N,False,17395000000000.0,17814000000000.0,18658000000000.0,21523000000000.0,22164000000000.0
1993,N,False,2365500000000.0,2004200000000.0,1714900000000.0,1213000000000.0,1075700000000.0
1994,N,False,44430000000000.0,43452000000000.0,43616000000000.0,46565000000000.0,42230000000000.0
1995,N,False,4461000000000.0,4774300000000.0,4669100000000.0,4377300000000.0,2590900000000.0
1996,N,False,406590000000.0,885370000000.0,164650000000.0,647330000000.0,324670000000.0
1997,N,False,77595000000.0,433430000000.0,181780000000.0,296430000000.0,237470000000.0
1998,N,False,638860000000.0,210220000000.0,459820000000.0,394700000000.0,174060000000.0
1999,N,False,1285500000000.0,814640000000.0,332080000000.0,485930000000.0,794550000000.0
2000,N,False,1588900000000.0,1518700000000.0,1729800000000.0,1716400000000.0,1093400000000.0
2001,N,False,199790000000.0,207000000000.0,260350000000.0,222780000000.0,113810000000.0
2002,N,False,331610000000.0,692380000000.0,228670000000.0,907010000000.0,1079400000000.0
2003,N,False,173170000000.0,579400000000.0,192110000000.0,70560000000.0,144420000000.0
2004,N,False,7601400000000.0,8410100000000.0,8547100000000.0,8279000000000.0,8294300000000.0
2005,N,False,2650100000000.0,2469700000000.0,2323900000000.0,1612300000000.0,1817300000000.0
2006,N,False,514480000000.0,444480000000.0,299740000000.0,410020000000.0,551970000000.0
2007,N,False,955110000000.0,960450000000.0,717550000000.0,1101800000000.0,1185400000000.0
2008,N,False,1882400000000.0,1675000000000.0,1586700000000.0,1302200000000.0,810790000000.0
2009,N,False,111910000000.0,171650000000.0,184100000000.0,214960000000.0,90753000000.0
2010,N,False,668710000000.0,452710000000.0,295840000000.0,758230000000.0,545590000000.0
2011,N,False,1142100000000.0,1100100000000.0,1073900000000.0,864180000000.0,903490000000.0
2012,N,False,2130200000000.0,2406400000000.0,2357900000000.0,2504500000000.0,2576800000000.0
2013,N,False,4072600000000.0,4356000000000.0,4728700000000.0,3607100000000.0,3376300000000.0
2014,N,False,4072600000000.0,4356000000000.0,4728700000000.0,3607100000000.0,3376300000000.0
2015,N,False,421270000000.0,343270000000.0,500840000000.0,622520000000.0,275250000000.0
2016,N,False,378650000000.0,474830000000.0,229700000000.0,349660000000.0,487320000000.0
2017,N,False,2336900000000.0,1398600000000.0,1664100000000.0,966750000000.0,972630000000.0
2018,N,False,496320000000.0,322430000000.0,359460000000.0,955330000000.0,989210000000.0
2019,N,False,738120000000.0,281760000000.0,267290000000.0,294000000000.0,212920000000.0
2020,N,False,1986000000000.0,1517400000000.0,1877600000000.0,1515900000000.0,1630600000000.0
2021,N,False,16388000000000.0,17728000000000.0,18807000000000.0,18421000000000.0,18056000000000.0
2022,N,False,1986000000000.0,1517400000000.0,1877600000000.0,1515900000000.0,1630600000000.0
2023,N,False,21850000000000.0,21655000000000.0,21915000000000.0,18006000000000.0,18662000000000.0
2024,N,False,727730000000.0,499730000000.0,752870000000.0,577430000000.0,586740000000.0
2025,N,False,500660000000.0,463050000000.0,210660000000.0,908400000000.0,873110000000.0
2026,N,False,13484000000000.0,12121000000000.0,11741000000000.0,9491800000000.0,10311000000000.0
2027,N,False,1791000000000.0,1311000000000.0,1015800000000.0,1515400000000.0,955780000000.0
2028,N,False,1147000000000.0,1530100000000.0,1635100000000.0,2019600000000.0,2252400000000.0
2029,N,False,5081100000000.0,7657400000000.0,3946700000000.0,4126800000000.0,5201400000000.0
2030,N,False,3387200000000.0,3306400000000.0,2963600000000.0,2586400000000.0,2577200000000.0
2031,N,False,236520000000.0,73164000000.0,249700000000.0,365190000000.0,519820000000.0
2032,N,False,10152000000000.0,10109000000000.0,10439000000000.0,11861000000000.0,10270000000000.0
2033,N,False,2796200000000.0,2761900000000.0,2917200000000.0,2791600000000.0,2953800000000.0
2034,N,False,475460000000.0,82702000000.0,147140000000.0,318200000000.0,202620000000.0
2035,N,False,397760000000.0,570940000000.0,568890000000.0,515540000000.0,377960000000.0
2036,N,False,2153500000000.0,1659000000000.0,1968500000000.0,1842600000000.0,1617500000000.0
2037,N,False,1006200000000.0,1008700000000.0,802650000000.0,777080000000.0,560150000000.0
2038,N,False,387840000000.0,480730000000.0,311050000000.0,400090000000.0,374180000000.0
2039,N,False,1359500000000.0,1246900000000.0,1358500000000.0,1800800000000.0,2005800000000.0
2040,N,False,1797800000000.0,1772800000000.0,1553500000000.0,1526900000000.0,1304800000000.0
2041,N,False,195160000000.0,219190000000.0,244580000000.0,240030000000.0,271000000000.0
2042,N,False,3247700000000.0,4129100000000.0,3866500000000.0,3850800000000.0,4362700000000.0
2043,N,False,1111100000000.0,1263300000000.0,1083400000000.0,1229600000000.0,1060000000000.0
2044,N,False,2097700000000.0,2374300000000.0,1667200000000.0,1641600000000.0,1990700000000.0
2045,N,False,1001100000000.0,806560000000.0,632240000000.0,157070000000.0,244230000000.0
2046,N,False,107530000000.0,162350000000.0,78244000000.0,79145000000.0,83927000000.0
2047,N,False,327960000000.0,527660000000.0,263890000000.0,153040000000.0,575170000000.0
2048,N,False,763810000000.0,997890000000.0,1015600000000.0,1048200000000.0,1120300000000.0
2049,N,False,1184700000000.0,617670000000.0,1045600000000.0,671310000000.0,769700000000.0
2050,N,False,1550600000000.0,1352800000000.0,1112000000000.0,1178000000000.0,1199400000000.0
2051,N,False,1524000000000.0,1409500000000.0,1529100000000.0,1488400000000.0,1528000000000.0
2052,N,False,240470000000.0,271310000000.0,340550000000.0,113970000000.0,248140000000.0
2053,N,False,24119000000000.0,23241000000000.0,23692000000000.0,23837000000000.0,24312000000000.0
2054,N,False,3973900000000.0,3106500000000.0,2377400000000.0,1494300000000.0,1528700000000.0
2055,N,False,6166500000000.0,5341500000000.0,4819300000000.0,3471800000000.0,2962900000000.0
2056,N,False,324190000000.0,470470000000.0,534640000000.0,148340000000.0,430190000000.0
2057,N,False,591260000000.0,513540000000.0,422330000000.0,425500000000.0,350400000000.0
2058,N,False,550510000000.0,223160000000.0,50378000000.0,438950000000.0,240360000000.0
2059,N,False,112820000000.0,321170000000.0,312510000000.0,259140000000.0,169980000000.0
2060,N,False,3145200000000.0,2871000000000.0,2943400000000.0,3590700000000.0,3143000000000.0
2061,N,False,920600000000.0,834120000000.0,291460000000.0,513750000000.0,409980000000.0
2062,N,False,1391300000000.0,1864900000000.0,1287300000000.0,1517900000000.0,1555700000000.0
2063,N,False,1025100000000.0,934160000000.0,963020000000.0,1577000000000.0,1485200000000.0
2064,N,False,1062600000000.0,608320000000.0,1278100000000.0,1196500000000.0,633330000000.0
2065,N,False,1458500000000.0,1306500000000.0,1587800000000.0,1431200000000.0,1655500000000.0
2066,N,False,1330400000000.0,1656900000000.0,1346000000000.0,1313800000000.0,1152500000000.0
2067,N,False,657550000000.0,1012900000000.0,841780000000.0,759680000000.0,818310000000.0
2068,N,False,1715900000000.0,1790700000000.0,2670500000000.0,2725300000000.0,3224400000000.0
2069,N,False,3181100000000.0,2364500000000.0,4062800000000.0,2267700000000.0,3438800000000.0
2070,N,False,317010000000.0,492990000000.0,416390000000.0,713890000000.0,538380000000.0
2071,N,False,118620000000.0,202310000000.0,366260000000.0,318230000000.0,429750000000.0
2072,N,False,2595200000000.0,2831300000000.0,4013100000000.0,4896400000000.0,4328200000000.0
2073,N,False,49850000000.0,43451000000.0,67902000000.0,85916000000.0,44464000000.0
2074,N,False,1439800000000.0,1414700000000.0,1417200000000.0,1344500000000.0,1210200000000.0
2075,N,False,1374000000000.0,1338000000000.0,1457100000000.0,1443700000000.0,1573300000000.0
2076,N,False,591210000000.0,637940000000.0,222220000000.0,427360000000.0,887550000000.0
2077,N,False,1162800000000.0,1109900000000.0,1089000000000.0,1266200000000.0,1279800000000.0
2078,N,False,160480000000.0,227450000000.0,165030000000.0,96473000000.0,431940000000.0
2079,N,False,1194600000000.0,1199300000000.0,2083000000000.0,1397100000000.0,1507100000000.0
2080,N,False,193750000000.0,181620000000.0,73572000000.0,0.0,0.0
2081,N,False,323190000000.0,167850000000.0,359490000000.0,267410000000.0,119840000000.0
2082,N,False,2680300000000.0,1873000000000.0,2458100000000.0,3141600000000.0,2742000000000.0
2083,N,False,3331600000000.0,3310100000000.0,3348400000000.0,3071900000000.0,3089300000000.0
2084,N,False,3409300000000.0,3137800000000.0,3273300000000.0,2333600000000.0,3419700000000.0
2085,N,False,193200000000.0,505110000000.0,611660000000.0,569510000000.0,672820000000.0
2086,N,False,2999400000000.0,1676200000000.0,1852400000000.0,2871600000000.0,2603600000000.0
2087,N,False,1443200000000.0,1315700000000.0,902980000000.0,709050000000.0,892900000000.0
2088,N,False,1734800000000.0,1673500000000.0,1450500000000.0,1574500000000.0,1995500000000.0
2089,N,False,3753700000000.0,4595700000000.0,4164300000000.0,4751800000000.0,5019400000000.0
2090,N,False,411600000000.0,564590000000.0,859770000000.0,364640000000.0,303730000000.0
2091,N,False,4046400000000.0,3323800000000.0,2617200000000.0,2946600000000.0,2650200000000.0
2092,N,False,4046400000000.0,3323800000000.0,2617200000000.0,2946600000000.0,2650200000000.0
2093,N,False,13739000000000.0,16320000000000.0,15865000000000.0,14685000000000.0,14857000000000.0
2094,N,False,2266600000000.0,2235900000000.0,2645600000000.0,1514700000000.0,1446100000000.0
2095,N,False,637110000000.0,876110000000.0,681490000000.0,424440000000.0,568250000000.0
2096,N,False,400360000000.0,915890000000.0,807890000000.0,774640000000.0,651420000000.0
2097,N,False,13533000000000.0,13364000000000.0,14898000000000.0,13759000000000.0,13523000000000.0
2098,N,False,466300000000.0,257120000000.0,484750000000.0,328340000000.0,402780000000.0
2099,N,False,1003200000000.0,657330000000.0,731490000000.0,605480000000.0,565800000000.0
2100,N,False,669160000000.0,665400000000.0,832780000000.0,397020000000.0,578500000000.0
2101,N,False,495300000000.0,507070000000.0,437090000000.0,483930000000.0,266790000000.0
2102,N,False,292580000000.0,593240000000.0,485390000000.0,511660000000.0,542720000000.0
2103,N,False,293370000000.0,502880000000.0,320020000000.0,265330000000.0,314190000000.0
2104,N,False,5422500000000.0,4829900000000.0,5354700000000.0,5238700000000.0,5374600000000.0
2105,N,False,2698700000000.0,1411800000000.0,2393300000000.0,2166600000000.0,2423700000000.0
2106,N,False,650220000000.0,400130000000.0,490490000000.0,385690000000.0,321590000000.0
2107,N,False,20094000000000.0,20485000000000.0,20622000000000.0,19846000000000.0,19768000000000.0
2108,N,False,252000000000.0,572790000000.0,388050000000.0,244330000000.0,346550000000.0
2109,N,False,2822800000000.0,2803500000000.0,2897500000000.0,3879600000000.0,2585300000000.0
2110,N,False,172480000000.0,344340000000.0,36010000000.0,49063000000.0,214410000000.0
2111,N,False,5170400000000.0,5174400000000.0,4636200000000.0,5461200000000.0,5257000000000.0
2112,N,False,1935300000000.0,1225000000000.0,1570800000000.0,1639000000000.0,1138500000000.0
2113,N,False,4566300000000.0,4121000000000.0,4191300000000.0,3689500000000.0,3949200000000.0
2114,N,False,3112600000000.0,3123500000000.0,1018900000000.0,3734400000000.0,3414300000000.0
2115,N,False,338480000000.0,382440000000.0,269290000000.0,475260000000.0,459920000000.0
2116,N,False,4133400000000.0,4043400000000.0,5056300000000.0,5688500000000.0,6224000000000.0
2117,N,False,639920000000.0,797020000000.0,1088500000000.0,562290000000.0,195850000000.0
2118,N,False,233520000000.0,233110000000.0,317960000000.0,400690000000.0,233400000000.0
2119,N,False,4494600000000.0,3942600000000.0,3855200000000.0,4330000000000.0,3983300000000.0
2120,N,False,3257400000000.0,3337700000000.0,2712700000000.0,2914700000000.0,4051700000000.0
2121,N,False,1636100000000.0,2071800000000.0,1880400000000.0,1835100000000.0,2078600000000.0
2122,N,False,1678500000000.0,2339600000000.0,2199600000000.0,1835100000000.0,2032500000000.0
2123,N,False,379520000000.0,325980000000.0,156340000000.0,91960000000.0,269450000000.0
2124,N,False,120690000000.0,309770000000.0,305120000000.0,276650000000.0,248790000000.0
2125,N,False,1451400000000.0,1089900000000.0,1336300000000.0,2235700000000.0,1562100000000.0
2126,N,False,791580000000.0,876570000000.0,731180000000.0,906470000000.0,679920000000.0
2127,N,False,1633900000000.0,1505400000000.0,1436600000000.0,1590700000000.0,1718200000000.0
2128,N,False,811620000000.0,1036000000000.0,1359500000000.0,944690000000.0,1515200000000.0
2129,N,False,804680000000.0,454180000000.0,1229700000000.0,790010000000.0,158010000000.0
2130,N,False,32012000000000.0,30927000000000.0,31502000000000.0,28808000000000.0,30306000000000.0
2131,N,False,8468400000000.0,8963000000000.0,7874600000000.0,8961800000000.0,7926000000000.0
2132,N,False,1686200000000.0,1581700000000.0,1582300000000.0,1373200000000.0,1531700000000.0
2133,N,False,1474300000000.0,684440000000.0,612030000000.0,597890000000.0,1039700000000.0
2134,N,False,784390000000.0,1090100000000.0,1351400000000.0,683480000000.0,1287200000000.0
2135,N,False,28837000000000.0,27999000000000.0,29281000000000.0,27995000000000.0,26158000000000.0
2136,N,False,2804800000000.0,2680300000000.0,1978800000000.0,2392800000000.0,2940700000000.0
2137,N,False,1701900000000.0,1536600000000.0,1338300000000.0,1531500000000.0,1884200000000.0
2138,N,False,1987800000000.0,1750700000000.0,2485200000000.0,1992100000000.0,1925400000000.0
2139,N,False,2234400000000.0,2606700000000.0,1694300000000.0,2406100000000.0,2595400000000.0
2140,N,False,46252000000.0,115840000000.0,286230000000.0,616900000000.0,766590000000.0
2141,N,False,250740000000.0,482540000000.0,274630000000.0,570680000000.0,502620000000.0
2142,N,False,2420600000000.0,1724800000000.0,2208400000000.0,1948000000000.0,1805900000000.0
2143,N,False,1153800000000.0,1710300000000.0,1745500000000.0,1025800000000.0,1136900000000.0
2144,N,False,645300000000.0,484380000000.0,346620000000.0,272420000000.0,328510000000.0
2145,N,False,1335500000000.0,1303100000000.0,1254400000000.0,929160000000.0,1536600000000.0
2146,N,False,6356100000000.0,7221700000000.0,6231800000000.0,7597200000000.0,6957300000000.0
2147,N,False,231440000000.0,482780000000.0,73951000000.0,415920000000.0,578180000000.0
2148,N,False,279450000000.0,431700000000.0,768510000000.0,552280000000.0,564270000000.0
2149,N,False,131940000000.0,555280000000.0,675900000000.0,345410000000.0,437910000000.0
2150,N,False,711880000000.0,452900000000.0,742730000000.0,533620000000.0,633010000000.0
2151,N,False,11970000000000.0,10770000000000.0,10598000000000.0,11844000000000.0,10296000000000.0
2152,N,False,248100000000.0,255210000000.0,227490000000.0,543610000000.0,272100000000.0
2153,N,False,1927600000000.0,1889200000000.0,1300700000000.0,1658100000000.0,1967700000000.0
2154,N,False,1453700000000.0,2602500000000.0,3666400000000.0,2671100000000.0,1235900000000.0
2155,N,False,204370000000.0,105250000000.0,227160000000.0,290680000000.0,90774000000.0
2156,N,False,859960000000.0,526770000000.0,345400000000.0,482200000000.0,671490000000.0
2157,N,False,1075200000000.0,500020000000.0,301780000000.0,286650000000.0,316940000000.0
2158,N,False,354870000000.0,254820000000.0,338360000000.0,315300000000.0,322930000000.0
2159,N,False,17283000000000.0,17156000000000.0,15674000000000.0,14744000000000.0,16810000000000.0
2160,N,False,5952800000000.0,5527800000000.0,5684500000000.0,3992700000000.0,4226700000000.0
2161,N,False,14557000000000.0,13985000000000.0,13225000000000.0,12393000000000.0,12460000000000.0
2162,N,False,4551800000000.0,4045500000000.0,4061300000000.0,3480700000000.0,3098400000000.0
2163,N,False,68578000000000.0,67743000000000.0,69083000000000.0,70229000000000.0,70300000000000.0
2164,N,False,587060000000.0,613110000000.0,303870000000.0,162100000000.0,200980000000.0
2165,N,False,3080600000000.0,2367300000000.0,2541600000000.0,3038300000000.0,2895300000000.0
2166,N,False,2574300000000.0,2510200000000.0,3340900000000.0,3450400000000.0,3393900000000.0
2167,N,False,2559300000000.0,2790400000000.0,3272000000000.0,2504500000000.0,2795600000000.0
2168,N,False,1218400000000.0,625470000000.0,1022600000000.0,956950000000.0,262460000000.0
2169,N,False,974280000000.0,1106300000000.0,605780000000.0,615530000000.0,1106900000000.0
2170,N,False,9696300000000.0,10923000000000.0,9862700000000.0,10453000000000.0,10590000000000.0
2171,N,False,358100000000.0,442920000000.0,487840000000.0,927260000000.0,782840000000.0
2172,N,False,9219800000000.0,8432100000000.0,10883000000000.0,11067000000000.0,9967400000000.0
2173,N,False,852040000000.0,771800000000.0,615400000000.0,1334800000000.0,854920000000.0
2174,N,False,3102200000000.0,3876000000000.0,3740200000000.0,3963000000000.0,3517900000000.0
2175,N,False,249420000000.0,307110000000.0,496590000000.0,490020000000.0,387880000000.0
2176,N,False,1542700000000.0,2488500000000.0,2129000000000.0,1902800000000.0,1731100000000.0
2177,N,False,218920000000.0,166130000000.0,301050000000.0,216230000000.0,376780000000.0
2178,N,False,5075300000000.0,5877700000000.0,3973600000000.0,4365600000000.0,5696100000000.0
2179,N,False,5153900000000.0,5795400000000.0,4995600000000.0,5075300000000.0,5877700000000.0
2180,N,False,12385000000.0,694240000000.0,237010000000.0,393410000000.0,554890000000.0
2181,N,False,347080000000.0,382300000000.0,395670000000.0,597710000000.0,376390000000.0
2182,N,False,1790500000000.0,2762400000000.0,3180000000000.0,2872800000000.0,3450700000000.0
2183,N,False,563890000000.0,355870000000.0,807060000000.0,254300000000.0,274280000000.0
2184,N,False,2411900000000.0,5187800000000.0,4626300000000.0,3168700000000.0,2037000000000.0
2185,N,False,1701500000000.0,1941000000000.0,2211800000000.0,1964700000000.0,2235800000000.0
2186,N,False,12473000000000.0,12687000000000.0,13337000000000.0,11039000000000.0,11588000000000.0
2187,N,False,692610000000.0,640210000000.0,834500000000.0,915330000000.0,643900000000.0
2188,N,False,30990000000000.0,32547000000000.0,32564000000000.0,30857000000000.0,31442000000000.0
2189,N,False,21805000000000.0,22996000000000.0,23200000000000.0,23827000000000.0,21488000000000.0
2190,N,False,1193000000000.0,2717800000000.0,3888400000000.0,3826100000000.0,3091500000000.0
2191,N,False,73943000000.0,19384000000.0,327810000000.0,346620000000.0,215860000000.0
2192,N,False,2102500000000.0,2439200000000.0,1932000000000.0,1208100000000.0,2184800000000.0
2193,N,False,1044700000000.0,1174600000000.0,973300000000.0,740240000000.0,565030000000.0
2194,N,False,16818000000000.0,15878000000000.0,14318000000000.0,8677800000000.0,8465400000000.0
2195,N,False,10571000000000.0,11993000000000.0,11146000000000.0,11531000000000.0,10317000000000.0
