,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5
918,B,False,3.6191,3.601,3.5771,3.7277,3.7568
919,B,False,3.16,2.9013,3.21,3.1047,3.0716
920,B,False,2.2049,1.8466,1.8612,0.0,0.0
921,B,True,0.0,0.0,2.2698,1.7709,2.1019
922,B,False,2.3644,0.0,0.0,0.0,0.0
923,B,True,3.177,3.1473,3.1961,3.1426,3.19
924,B,False,3.7706,3.6906,3.5914,3.6969,3.7782
925,B,False,2.9239,2.8258,2.7395,2.9043,2.7292
926,B,True,0.0,0.0,0.0,0.0,2.288
927,B,True,2.6787,2.5876,2.303,3.0121,2.9762
928,B,False,1.9373,1.9388,1.943,1.955,0.0
929,B,False,2.9592,3.0861,3.3292,3.1206,3.3067
930,B,False,4.1486,4.087,4.2136,3.9011,3.4978
931,B,False,4.0516,3.935,3.9786,3.634,3.5263
932,B,True,4.7409,4.7298,4.721,4.7617,4.7688
933,B,False,1.1498,1.1563,0.0,0.0,0.0
934,B,True,3.1879,3.1981,3.2702,2.524,2.6478
935,B,False,1.9661,1.9363,2.1036,0.0,0.0
936,B,False,2.6346,2.7488,2.6691,2.6907,2.8228
937,B,False,3.7728,3.8204,3.7257,3.658,3.6222
938,B,True,3.8232,3.8206,3.8488,3.7616,3.7644
939,B,False,2.9541,2.8848,3.3196,3.4957,3.3694
940,B,False,2.1619,0.0,1.9907,1.9891,1.9698
941,B,False,3.5363,3.3435,3.2221,3.4249,3.4235
942,B,False,3.1256,3.0525,2.8255,2.8615,2.8613
943,B,True,4.1695,4.254,4.0722,4.1899,4.0596
944,B,False,3.0195,2.4623,3.1636,1.9321,3.3818
945,B,True,3.1654,3.292,2.9595,3.0043,2.9581
946,B,False,3.01,2.8111,0.0,0.0,0.0
947,B,True,3.9617,4.033,3.9784,4.0515,3.9058
948,B,False,4.0638,3.9846,3.8524,3.878,3.9058
949,B,False,0.0,2.5835,2.5118,2.6102,0.0
950,B,False,0.0,0.0,0.0,0.0,0.0
951,B,True,3.723,3.5286,3.4564,3.382,3.4059
952,B,True,4.1143,4.194,4.226,4.1936,4.2333
953,B,False,3.6453,3.6636,3.6385,3.6262,3.6467
954,B,False,3.9961,3.9827,3.9677,3.9599,3.9475
955,B,False,3.2193,3.2867,3.4029,2.7217,2.673
956,B,False,4.3188,4.3513,4.3373,4.3593,4.351
957,B,True,4.225,4.1554,4.177,4.1325,4.0877
958,B,True,3.6446,3.6547,3.7254,3.7348,3.6937
959,B,False,4.6754,4.779,4.7632,4.8186,4.7981
960,B,True,4.7835,4.712,4.3909,4.3356,4.3771
961,B,False,1.7447,0.0,0.0,0.0,0.0
962,B,True,2.4736,1.9745,1.955,2.2692,2.2752
963,B,True,3.1829,3.2306,3.3472,3.443,3.5311
964,B,False,3.098,3.0979,3.0997,3.1509,2.8574
965,B,True,3.4374,3.2477,3.2764,3.1529,3.1829
966,B,True,3.6538,3.7139,3.8215,3.8107,3.7811
967,B,True,3.8503,3.7799,3.5565,3.5908,3.5528
968,B,True,3.737,3.6203,3.8363,3.5931,3.7247
969,B,False,2.857,2.9046,3.0624,3.1592,2.8619
970,B,False,3.3686,3.3661,3.3308,3.3387,3.3375
971,B,True,0.0,2.4752,2.7132,0.0,2.7022
972,B,False,2.9023,2.9434,2.8703,2.929,1.9797
973,B,False,3.8682,3.8433,3.8782,3.821,3.8618
974,B,False,0.0,1.9729,1.9537,0.0,0.0
975,B,True,3.5982,3.6221,3.6423,3.5638,3.5683
976,B,True,3.7375,3.743,3.7548,3.6696,3.7827
977,B,False,4.0542,4.0236,3.7485,3.8224,3.9287
978,B,False,4.0205,4.0121,3.9901,4.0272,3.9663
979,B,False,4.6933,4.6567,4.687,4.5046,4.5061
980,B,True,2.4582,2.8215,3.101,3.0627,2.8575
981,B,False,2.0882,0.0,1.7962,0.0,2.3868
982,B,False,0.0,0.0,0.0,0.0,0.0
983,B,False,2.8808,2.7454,2.9334,3.0293,2.6304
984,B,True,4.1452,4.0963,4.1004,4.1254,4.0845
985,B,False,3.2061,3.2101,3.1317,3.058,3.1601
986,B,False,4.0628,4.0645,4.0833,4.0934,4.092
987,B,True,2.7635,2.9227,2.9422,3.2257,2.9911
988,B,True,3.0301,3.0502,2.8147,0.0,0.0
989,B,False,3.999,4.0023,3.9536,4.0366,4.0095
990,B,False,3.5134,3.4647,3.3018,3.2915,3.346
991,B,False,2.4725,2.3568,2.5474,2.6493,2.2276
992,B,False,0.0,0.0,0.0,0.0,0.0
993,B,False,3.4546,3.4178,3.4531,3.4292,3.498
994,B,True,2.3625,2.3603,2.372,2.6833,2.6432
995,B,False,3.9764,4.0339,3.9431,3.9591,3.9363
996,B,True,2.6763,3.1647,2.9248,2.9515,3.133
997,B,False,3.6472,3.6747,3.6763,3.5974,3.7082
998,B,False,0.0,0.0,0.0,0.0,0.0
999,B,True,3.2754,2.8083,2.5852,2.6033,2.9185
1000,B,True,3.1955,3.4718,3.2068,3.2679,3.2649
1001,B,True,3.567,3.6416,3.6492,3.5377,3.4995
1002,B,False,0.0,0.0,0.0,0.0,0.0
1003,B,False,0.0,0.0,0.0,0.0,0.0
1004,B,False,3.6666,3.7381,3.4882,3.4961,3.5786
1005,B,True,2.4403,1.9415,2.5461,1.943,0.0
1006,B,True,2.8637,3.127,3.2976,3.0158,3.102
1007,B,False,0.0,0.0,0.0,0.0,0.0
1008,B,True,2.8379,2.8577,2.9364,2.6665,3.1411
1009,B,False,2.85,2.9676,2.8552,2.616,2.7715
1010,B,True,3.6808,3.7103,3.653,3.639,3.6173
1011,B,False,4.1035,4.1519,4.1594,4.154,4.1474
1012,B,False,2.1484,2.1613,2.1647,2.2838,3.1468
1013,B,False,3.0291,3.2114,3.2091,3.2813,3.1542
1014,B,False,2.467,3.0019,2.789,2.6318,3.2815
1015,B,True,0.0,0.0,0.0,0.0,0.0
1016,B,True,3.7129,3.7926,3.7944,3.8285,3.8343
1017,B,False,2.685,2.7851,2.6568,2.7249,2.9131
1018,B,False,3.2236,3.1309,3.3544,2.1951,2.2083
1019,B,True,2.8467,2.9736,2.9041,2.8315,2.6558
1020,B,False,4.5821,4.5647,4.5144,4.5536,4.5935
1021,B,True,3.9542,3.9669,3.8536,3.7842,3.7762
1022,B,True,4.4465,4.6571,4.6331,4.7417,4.5781
1023,B,True,3.2427,3.3469,3.4319,3.4612,3.6882
1024,B,True,2.3325,2.3425,2.685,2.4124,2.3934
1025,B,False,0.0,2.3217,2.4441,2.436,2.4305
1026,B,False,2.4443,1.9831,0.0,0.0,1.8945
1027,B,True,0.0,0.0,2.6411,0.0,0.0
1028,B,False,3.8343,3.9107,3.8971,3.8165,3.8386
1029,B,False,2.3814,2.3781,2.5591,2.5618,2.1033
1030,B,False,3.2944,3.3059,3.2105,3.1934,3.1936
1031,B,False,4.6184,4.3547,4.2848,4.3073,4.2698
1032,B,True,2.7056,3.322,2.8085,2.806,2.7064
1033,B,True,3.6436,3.6104,3.5123,3.5124,3.456
1034,B,True,3.5001,3.4136,3.3468,3.3674,3.1802
1035,B,True,4.141,4.249,4.19,4.2438,4.2686
1036,B,False,3.2025,3.107,3.2475,3.2142,3.1954
1037,B,False,3.4025,3.3311,3.2803,3.4472,3.4629
1038,B,False,4.0199,3.9683,4.0027,3.9768,3.9251
1039,B,True,2.0431,2.0361,2.0208,2.0166,2.0066
1040,B,True,3.0137,3.1195,2.84,2.9533,3.0448
1041,B,False,2.6313,2.4435,2.5888,3.0763,2.5868
1042,B,False,3.5842,3.5291,3.4761,3.3944,3.3217
1043,B,False,3.443,3.5311,3.5261,3.6256,3.5651
1044,B,True,3.8737,3.8862,3.8803,3.858,3.8538
1045,B,False,3.7056,3.7567,3.6968,3.6697,3.6907
1046,B,False,3.1619,3.1027,3.4433,3.0952,2.8613
1047,B,False,3.1736,3.134,3.2555,3.426,3.4322
1048,B,False,3.7937,3.8337,3.7425,3.672,3.6628
1049,B,False,3.1412,3.0757,2.7189,2.7922,2.7995
1050,B,False,3.3753,3.4689,3.4258,3.2539,3.5364
1051,B,False,2.5903,0.0,0.0,0.0,0.0
1052,B,False,4.0983,4.107,4.1467,3.9913,4.0866
1053,B,False,2.1579,2.0523,2.4547,2.6785,2.2781
1054,B,True,3.544,3.5295,3.5059,3.5053,3.5286
1055,B,True,2.5298,2.6908,3.0178,3.1311,3.1817
1056,B,False,3.3193,3.2217,3.2494,2.9966,2.9878
1057,B,False,3.3846,3.3746,3.4017,3.2051,3.2351
1058,B,False,2.7888,2.8004,2.9886,2.8328,2.0684
1059,B,False,3.8831,3.8943,3.8176,3.8676,3.8671
1060,B,True,3.9083,3.922,4.0322,4.0268,4.0422
1061,B,False,2.8832,2.5768,2.0543,2.4518,2.2099
1062,B,False,3.9632,3.7608,3.5831,3.7143,3.5999
1063,B,False,4.08,4.0914,4.0505,4.0671,4.0375
1064,B,False,2.5184,2.6745,2.9814,2.9836,2.9361
1065,B,False,0.0,0.0,2.4199,0.0,0.0
1066,B,False,2.571,2.751,2.58,0.0,2.0021
1067,B,False,3.7139,3.8215,3.8107,3.7811,3.8107
1068,B,False,3.4299,3.5711,3.543,3.5584,3.507
1069,B,False,3.4891,3.4759,3.5316,3.5588,3.5822
1070,B,False,3.8181,4.0227,4.0343,3.9703,3.9912
1071,B,False,3.0078,2.9468,2.9099,2.9488,3.1347
1072,B,False,2.8611,3.0915,3.0923,2.8487,3.0171
1073,B,False,3.5418,3.5119,3.5604,3.4893,3.4719
1074,B,False,3.3537,3.3452,3.3148,3.3883,3.457
1075,B,True,2.8584,2.9188,3.0682,3.0667,2.991
1076,B,False,1.9479,2.2397,2.4123,1.9469,1.938
1077,B,True,3.7423,3.7649,3.7661,3.7231,3.7296
1078,B,True,2.6601,2.7276,2.5645,2.6305,2.6258
1079,B,False,3.7361,3.7733,3.6858,3.7561,3.7021
1080,B,False,4.0817,4.0999,4.1176,4.0772,4.0907
1081,B,False,3.7923,3.6059,3.5358,3.5373,3.6991
1082,B,False,2.5646,2.8453,3.0476,3.0539,3.1855
1083,B,True,3.0569,3.366,3.2538,3.16,3.3584
1084,B,True,0.0,0.0,0.0,0.0,0.0
1085,B,False,3.0665,2.6753,2.7495,2.754,2.788
1086,B,True,3.7445,3.6788,3.8165,3.7753,3.7823
1087,B,True,2.9842,2.6885,2.4875,3.1997,3.6684
1088,B,True,4.4899,4.2895,4.2908,4.2285,4.0882
1089,B,False,2.5103,2.3447,2.3493,2.9055,2.8438
1090,B,False,3.8585,3.7974,3.831,3.9697,3.9241
1091,B,True,0.0,2.4915,2.3283,2.3259,2.3374
1092,B,False,4.3032,4.3632,4.2414,3.9465,3.9573
1093,B,False,4.0403,4.0341,4.0364,4.0533,4.0904
1094,B,False,3.8142,3.7517,3.7596,3.8695,3.8016
1095,B,False,2.6121,0.0,1.9585,0.0,0.0
1096,B,False,2.1768,2.1686,2.7003,3.0344,3.3197
1097,B,True,3.9072,3.8539,3.9234,3.8646,3.9084
1098,B,False,3.8117,3.8501,3.824,3.8018,3.7601
1099,B,False,3.3553,3.3604,3.3996,3.4023,3.4032
1100,B,False,2.9717,3.0207,3.0012,3.0,3.0187
1101,B,False,2.2149,2.2091,1.82,1.8142,1.8056
1102,B,True,3.9836,3.9928,4.022,4.0029,3.9808
1103,B,False,2.8003,2.7972,2.7061,2.724,2.7112
1104,B,False,3.4938,3.6449,3.2394,3.03,3.2975
1105,B,True,4.5074,4.4054,4.4304,4.4549,4.3582
1106,B,False,3.4705,3.5456,3.5968,3.4241,3.4914
1107,B,False,3.8158,3.7706,3.6906,3.5914,3.6969
1108,B,False,2.6784,2.2414,2.2391,2.7604,2.8506
1109,B,False,3.1141,3.0125,3.2428,3.255,3.2333
1110,B,True,3.8005,3.8851,3.8615,3.9052,3.939
1111,B,True,3.4237,3.4024,3.4232,3.4416,3.4481
1112,B,False,3.4271,3.4061,3.3848,3.5188,3.3458
1113,B,False,1.4165,0.0,1.7306,2.0276,2.5394
1114,B,False,3.1169,0.0,0.0,0.0,0.0
1115,B,False,0.0,0.0,0.0,0.0,0.0
1116,B,True,3.9694,3.9904,4.0378,3.98,4.0066
1117,B,False,3.3886,3.3648,3.411,3.4232,3.5581
1118,B,False,3.82,3.8132,3.7829,3.8016,3.8053
1119,B,False,3.7746,3.7751,3.9639,3.8685,3.9559
1120,B,False,3.75,3.8737,3.7248,3.8352,3.7685
1121,B,False,3.7225,3.7616,3.6904,3.6405,3.6171
1122,B,False,2.8197,2.9367,3.0753,3.049,3.0412
1123,B,True,3.5543,3.5437,3.5673,3.6041,3.6059
1124,B,True,2.7155,2.8792,2.8428,2.8372,3.01
1125,B,False,3.6877,3.6962,3.7767,3.674,3.3307
1126,B,True,2.663,2.8658,3.2113,3.2099,2.3712
1127,B,True,3.7104,3.4361,3.5721,3.4029,3.4524
1128,B,False,2.738,2.2729,2.2634,2.2602,2.8577
1129,B,True,3.9765,4.0235,3.9835,4.0152,3.9981
1130,B,False,3.6033,3.3559,3.5423,3.3945,3.2725
1131,B,False,3.5397,3.5728,3.5762,3.5976,3.613
1132,B,False,0.0,0.0,0.0,0.0,0.0
1133,B,True,2.7268,2.5511,2.5484,2.5395,2.9253
1134,B,False,3.2083,3.2046,3.159,3.1642,3.1634
1135,B,False,4.1006,4.1257,4.0867,4.076,3.9368
1136,B,False,4.5876,4.6144,4.6476,4.6851,4.7752
1137,B,False,4.06,4.0987,4.0774,4.055,4.0729
1138,B,False,2.7563,2.9253,0.0,0.0,0.0
1139,B,False,3.4065,3.4603,3.39,3.5016,3.5653
1140,B,True,3.6195,3.5444,3.6139,3.7485,3.5319
1141,B,False,4.2967,4.3563,4.5248,4.3904,4.2292
1142,B,False,3.7389,3.7694,3.7055,3.7318,3.7316
1143,B,False,3.639,3.6173,3.6211,3.5296,3.7826
1144,B,False,2.7555,2.7136,2.9821,2.8816,2.876
1145,B,True,3.6101,3.6196,3.7213,3.6853,3.55
1146,B,True,3.6041,3.7213,3.7251,3.7276,3.7214
1147,B,False,3.981,4.0399,4.0871,3.9975,3.9582
1148,B,False,3.1155,3.1287,2.463,2.4196,2.2317
1149,B,False,3.4524,3.5814,3.5,3.6471,3.2242
1150,B,False,3.0833,2.9433,2.7961,2.996,2.8319
1151,B,False,3.6278,3.5813,3.6168,3.6378,3.6557
1152,B,True,4.0255,3.9336,4.0097,3.91,3.9357
1153,B,True,0.0,0.0,0.0,0.0,0.0
1154,B,True,2.2344,2.2765,2.6088,2.7081,2.6637
1155,B,True,3.8145,3.7982,3.7669,3.7492,3.7469
1156,B,True,0.0,2.2531,0.0,2.4965,2.2199
1157,B,False,3.9762,4.0456,4.0552,3.9533,4.0409
1158,B,False,1.8858,2.5075,2.5062,1.8785,1.8686
1159,B,False,3.1644,3.1207,3.1015,2.8481,2.6187
1160,B,False,3.4779,3.4123,3.4684,3.6256,3.5328
1161,B,False,3.0105,3.0666,3.0232,2.9693,3.0304
1162,B,True,3.4412,3.4258,3.4337,3.5102,3.5383
1163,B,False,3.5008,3.5374,3.5134,3.6433,3.6657
1164,B,True,4.7849,4.6567,4.7257,4.6677,4.6463
1165,B,False,2.6451,2.8488,2.6907,2.6326,2.9433
1166,B,False,3.8237,3.7812,3.7225,3.8715,3.9387
1167,B,False,3.8001,3.7122,3.6718,3.7127,3.7352
1168,B,False,3.6515,3.6698,3.5997,3.5578,3.5414
1169,B,True,3.3203,3.4221,3.2669,3.2531,3.3589
1170,B,False,0.0,0.0,0.0,0.0,2.3294
1171,B,False,2.5671,0.0,0.0,0.0,0.0
1172,B,False,4.3638,4.027,4.2586,4.3834,4.0519
1173,B,False,3.0564,2.8911,2.7744,2.8769,2.9827
1174,B,False,4.0065,3.9658,4.0757,3.98,4.0646
1175,B,True,0.0,0.0,0.0,0.0,0.0
1176,B,False,0.0,0.0,0.0,0.0,0.0
1177,B,False,2.524,2.6478,2.8971,2.8941,3.626
1178,B,False,3.3892,3.2547,3.7027,3.4577,3.5223
1179,B,False,2.7335,2.9317,2.8961,2.6837,2.5864
1180,B,False,3.4595,3.5118,3.49,3.508,3.5285
1181,B,False,2.3161,2.6059,2.8091,3.3122,3.1079
1182,B,False,2.7715,2.8647,3.3059,3.3692,2.971
1183,B,True,2.9529,3.1297,3.0055,2.5044,2.6307
1184,B,False,3.4028,3.3098,3.1643,3.2944,3.4953
1185,B,False,3.7723,3.6789,3.7098,3.7147,3.8557
1186,B,False,4.6739,4.6178,4.6927,4.6933,4.6567
1187,B,False,3.9579,3.9301,3.9161,3.8842,3.8583
1188,B,False,0.0,0.0,0.0,0.0,2.0192
1189,B,True,3.8862,3.8688,3.9292,3.9158,3.9127
1190,B,False,0.0,0.0,0.0,0.0,0.0
1191,B,False,3.8629,3.892,3.877,3.9134,3.9132
1192,B,False,3.7786,3.8178,3.8643,3.8814,3.6045
1193,B,False,3.6492,3.6478,3.6347,3.6847,3.5677
1194,B,False,3.7569,3.7548,3.735,3.7371,3.7559
1195,B,False,0.0,0.0,0.0,0.0,0.0
1196,B,False,3.9663,3.9663,3.9373,3.8789,3.9723
1197,B,True,3.6542,3.6141,3.473,3.3319,3.5318
1198,B,False,3.6753,3.9817,3.7557,3.8268,3.7573
1199,B,False,2.6376,0.0,2.706,0.0,0.0
1200,B,False,3.3055,3.3839,3.4785,3.6363,3.6123
1201,B,True,3.2924,3.5012,3.4014,3.3497,3.3871
1202,B,False,3.4433,3.6267,3.6719,3.6898,3.6866
1203,B,False,3.5954,3.6265,3.6427,3.5433,3.655
1204,B,True,3.7061,3.7644,3.7349,3.7013,3.6997
1205,B,False,0.0,1.9725,1.9692,2.4529,1.9499
1206,B,False,3.2899,3.2293,3.2344,3.3537,3.3452
1207,B,False,3.0422,3.0453,3.0509,3.0522,3.1074
1208,B,False,2.0178,2.0176,2.77,2.331,2.7008
1209,B,False,2.6947,2.7137,2.8652,2.5717,2.3925
1210,B,False,3.6052,3.6317,3.488,3.39,3.4624
1211,B,True,3.8508,3.8794,3.8629,3.8882,3.7582
1212,B,True,2.6981,2.6835,2.772,2.8108,2.8095
1213,B,True,3.5544,3.422,3.6587,3.6345,3.5564
1214,B,False,3.8591,3.8772,3.8778,3.9235,3.9193
1215,B,False,3.4446,3.4318,3.5435,3.5658,3.5676
1216,B,False,0.0,0.0,0.0,0.0,0.0
1217,B,False,2.5942,3.1557,2.8956,2.7736,2.8932
1218,B,False,3.142,3.1475,3.1801,3.2204,3.3143
1219,B,False,4.0423,4.0824,4.0765,4.0869,4.1195
1220,B,False,3.146,2.9795,3.0184,3.1345,3.2151
1221,B,False,3.2948,3.2673,3.3279,3.3807,3.3835
1222,B,False,0.0,1.9662,1.9525,1.9591,1.9475
1223,B,True,3.7729,3.7499,3.6518,3.6617,3.6345
1224,B,True,3.8205,3.8508,3.8673,3.8202,3.8587
1225,B,True,2.6196,2.6125,2.6084,2.9371,2.8711
1226,B,False,2.3698,2.2652,2.2625,2.4261,2.413
1227,B,False,3.1426,3.1696,3.15,3.1347,2.8614
1228,B,False,3.3489,3.1008,3.4724,3.3188,3.2801
1229,B,False,3.9916,3.8705,3.6499,3.7006,3.5731
1230,B,False,3.5292,3.5326,3.5354,3.5027,3.5032
1231,B,False,3.5124,3.3457,3.4865,3.4686,3.5651
1232,B,False,3.5473,3.514,3.5348,3.5592,3.4743
1233,B,False,2.3764,2.3726,0.0,0.0,0.0
1234,B,False,3.9917,4.0581,4.0763,4.0311,3.9945
1235,B,False,2.8465,3.0552,3.0365,3.1247,3.0999
1236,B,True,0.0,0.0,0.0,0.0,0.0
1237,B,False,4.7215,4.7366,4.6982,4.6254,4.6967
1238,B,True,1.3354,1.6093,1.9251,1.6334,1.6001
1239,B,True,2.4792,2.4187,2.0921,1.6335,2.219
1240,B,False,3.4246,3.4128,3.4107,3.1012,2.9529
1241,B,False,0.0,0.0,0.0,2.2106,2.4938
1242,B,True,0.0,0.0,0.0,0.0,0.0
1243,B,False,2.6434,2.467,3.0019,2.789,2.6318
1244,B,False,2.4188,2.6238,2.5178,2.7707,2.6585
1245,B,False,4.3253,4.1563,4.2371,4.2728,4.2852
1246,B,False,0.0,0.0,0.0,0.0,0.0
1247,B,False,3.3462,3.7007,3.4815,3.687,3.6962
1248,B,False,3.98,4.0646,4.0426,4.0082,4.0171
1249,B,False,4.0902,4.0537,4.0863,4.1316,4.0375
1250,B,True,3.8058,3.7931,3.8077,3.8475,3.8462
1251,B,False,3.4533,3.3538,3.5624,3.5657,3.5734
1252,B,True,2.7836,3.702,3.0659,3.4663,3.1446
1253,B,False,3.0712,2.9042,3.0489,3.066,3.0611
1254,B,True,3.5677,3.4695,3.4659,3.4681,3.4981
1255,B,False,3.9393,3.8432,3.9557,3.8058,3.7663
1256,B,False,3.7768,3.7743,3.7676,3.7485,3.7722
1257,B,False,3.6483,3.5758,3.6078,3.6579,3.6098
1258,B,False,3.8953,3.9565,3.9528,3.7966,3.8696
1259,B,True,2.3401,2.8632,1.5344,3.1548,3.0089
1260,B,False,0.0,0.0,2.0844,2.0903,2.0854
1261,B,False,4.0919,4.0237,3.9595,3.9694,3.9602
1262,B,False,3.4787,3.4142,3.4922,3.5296,3.534
1263,B,False,3.712,3.893,3.844,3.8511,3.8515
1264,B,False,0.0,0.0,0.0,0.0,0.0
1265,B,False,2.5191,2.3587,0.0,2.3512,2.3667
1266,B,True,2.9333,2.9341,2.8209,2.9009,2.9749
1267,B,False,2.7119,0.0,2.9502,2.3029,2.0314
1268,B,False,2.9615,2.8622,2.9105,2.8323,2.6738
1269,B,False,3.9336,3.9364,3.7796,3.7834,3.7928
1270,B,False,3.1913,3.1924,3.0671,3.2132,3.3032
1271,B,False,0.0,0.0,0.0,0.0,0.0
1272,B,False,3.6642,3.6856,3.6862,3.6404,3.5858
1273,B,False,3.4018,3.3165,3.3239,3.3478,3.3245
1274,B,False,3.3586,3.1516,3.2469,3.257,3.2992
1275,B,False,0.0,0.0,0.0,0.0,0.0
1276,B,False,3.9654,4.0098,3.9311,3.9684,3.9431
1277,B,True,3.8554,3.7207,3.6508,3.5676,3.6435
1278,B,True,3.7141,3.6303,3.9711,3.974,3.9657
1279,B,False,0.0,0.0,0.0,0.0,0.0
1280,B,False,4.2041,4.2606,4.245,4.2732,4.2601
1281,B,False,0.0,0.0,2.5232,1.7797,2.4577
1282,B,False,2.6004,2.9919,2.9724,2.8601,2.9009
1283,B,False,3.8646,3.9084,3.8383,3.7639,3.6682
1284,B,False,3.1572,2.867,3.0879,3.0521,3.1735
1285,B,False,2.9436,3.5508,3.5383,3.2085,3.1468
1286,B,False,3.7445,3.8348,3.5477,3.6921,3.8547
1287,B,True,0.0,0.0,2.9499,2.7828,2.7827
1288,B,False,3.7118,3.7102,3.6048,3.5589,3.5533
1289,B,False,4.1062,4.1622,4.0817,4.0999,4.1176
1290,B,False,3.1064,3.1139,3.1689,3.294,3.3167
1291,B,True,3.0242,3.0265,3.0752,3.2106,2.9901
1292,B,False,3.5446,3.3022,3.2799,3.3969,3.3876
1293,B,False,3.8481,3.876,3.8945,3.8987,3.9115
1294,B,False,0.0,0.0,1.6414,0.0,0.0
1295,B,False,2.8932,2.8273,2.7411,2.845,2.9888
1296,B,False,2.9736,2.9041,2.8315,2.6558,3.0581
1297,B,True,3.759,3.7172,3.6207,3.7954,3.6532
1298,B,False,3.268,3.213,3.3491,3.4131,3.1146
1299,B,False,3.8822,3.8531,3.9011,3.8661,3.8836
1300,B,False,3.7522,3.7447,3.7317,3.7144,3.7205
1301,B,False,3.9586,4.0233,3.9594,4.057,3.9695
1302,B,False,2.5695,2.2726,2.2641,2.267,2.2576
1303,B,True,3.6416,3.7144,3.7168,3.7003,3.6897
1304,B,False,3.2695,3.2915,3.3966,3.2533,3.2895
1305,B,False,2.7604,3.0306,3.088,2.698,2.999
1306,B,False,0.0,0.0,0.0,0.0,0.0
1307,B,False,2.8658,3.2113,3.2099,2.3712,0.0
1308,B,False,3.6132,3.6376,3.6359,3.5524,3.5552
1309,B,True,2.5571,2.9239,3.1807,3.288,3.1371
1310,B,False,3.1934,3.1936,3.1749,3.1766,3.1486
1311,B,False,3.9036,3.9018,3.8854,3.9879,4.042
1312,B,False,4.0591,4.0701,3.9843,3.9886,4.0281
1313,B,False,2.9421,3.0914,2.8696,2.87,3.0655
1314,B,False,3.4754,3.5344,3.6728,3.617,3.7451
1315,B,False,3.8144,3.8022,3.8295,3.8234,3.8576
1316,B,True,3.8864,3.7649,3.5516,3.7435,3.502
1317,B,False,2.0302,0.0,0.0,0.0,0.0
1318,B,False,3.5339,3.6101,3.5593,3.7246,3.7926
1319,B,False,0.0,0.0,0.0,0.0,0.0
1320,B,False,0.0,0.0,0.0,0.0,2.4275
1321,B,False,3.3925,3.3455,3.3442,3.3463,3.3442
1322,B,False,3.1777,3.2943,3.2955,2.9592,3.0861
1323,B,False,2.7827,2.6744,2.6717,2.8674,2.8623
1324,B,False,3.9527,3.8389,3.8659,3.8451,3.9146
1325,B,False,0.0,0.0,0.0,1.8242,2.0971
1326,B,False,0.0,2.2837,2.3055,2.283,0.0
1327,B,False,3.3131,3.4724,3.6208,3.5428,3.6091
1328,B,False,4.1537,4.0864,4.1253,4.0163,4.0175
1329,B,False,3.4328,3.397,3.3976,3.3518,3.3454
1330,B,False,3.183,2.9689,3.2538,3.3094,3.4044
1331,B,False,4.1012,4.0546,4.0842,4.0989,4.1398
1332,B,False,3.3823,3.4462,3.4359,3.398,3.4311
1333,B,False,2.7316,2.5818,0.0,2.9409,0.0
1334,B,False,3.9352,3.9406,3.9558,3.9977,3.9613
1335,B,False,1.6701,1.6648,2.5521,0.0,0.0
1336,B,True,4.1655,4.1416,4.1558,4.1728,4.1566
1337,B,True,0.0,0.0,0.0,0.0,0.0
1338,B,True,2.5605,2.5408,2.527,2.5404,2.5364
1339,B,False,3.5522,3.5429,3.9198,3.8508,3.8493
1340,B,False,2.1696,2.1677,2.1661,2.4817,2.1929
1341,B,False,3.5671,3.6636,3.7254,3.7451,3.6555
1342,B,False,3.8445,3.8864,3.7649,3.5516,3.7435
1343,B,False,3.5768,3.5504,3.1526,2.8714,2.8714
1344,B,True,4.0756,3.9672,4.0085,4.0318,4.1504
1345,B,False,3.0695,3.2367,3.1898,3.1866,3.1904
1346,B,False,3.8487,3.8059,3.7938,3.8087,3.7791
1347,B,False,3.2101,3.1317,3.058,3.1601,3.0818
1348,B,False,4.1018,4.1366,4.0062,4.0658,4.0599
1349,B,False,2.1317,0.0,0.0,0.0,0.0
1350,B,False,3.1229,3.2163,3.3063,3.2522,3.1913
1351,B,False,2.5746,2.5747,2.557,2.5603,2.5678
1352,B,False,3.8064,3.761,3.8553,3.765,3.9823
1353,B,False,3.366,3.2538,3.16,3.3584,3.2795
1354,B,False,3.99,3.9666,3.9917,4.0009,3.9596
1355,B,False,3.773,3.6834,3.6714,3.7849,3.7374
1356,B,False,3.1835,3.1875,3.0702,2.9557,2.93
1357,B,False,0.0,0.0,0.0,0.0,0.0
1358,B,False,2.9837,2.9856,3.071,2.7391,2.9787
1359,B,False,3.4392,3.5242,3.4183,3.4229,3.4686
1360,B,False,4.3266,4.2452,4.244,4.2221,4.1155
1361,B,False,3.3347,3.3105,3.3365,3.3552,3.4624
1362,B,False,2.8904,2.8224,2.8428,2.9165,2.8509
1363,B,False,4.058,4.0606,4.0863,4.0501,4.0606
1364,B,False,2.9006,1.334,1.9913,0.0,2.0715
1365,B,True,3.7369,3.7519,3.7558,3.5133,3.6672
1366,B,False,4.5327,4.5658,4.5772,4.6741,4.6063
1367,B,False,3.5454,3.5572,3.5772,3.5689,3.5085
1368,B,True,3.8729,3.6061,3.8226,3.7319,3.6152
1369,B,False,1.733,0.0,0.0,0.0,0.0
