,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119,MEANGBH_120
1593,B,False,35.791,36.294,36.915,37.37,39.005,39.256,40.175,40.632,40.743,40.403,40.679,38.992,38.565,37.927,36.892,36.394,35.72,34.707,34.288,34.334,34.613,34.599,34.699,35.004,35.816,36.208,36.487,36.479,37.23,37.477,37.52,36.891,37.226,37.335,37.442,37.461,37.014,36.874,36.689,36.617,36.259,36.2,35.858,35.701,35.255,34.973,34.851,35.272,35.012,34.695,34.661,34.69,35.092,34.787,35.426,35.726,35.743,35.454,35.779,35.667,35.446,35.958,35.162,34.739,34.981,35.031,34.749,34.816,33.739,33.36,33.241,33.056,32.211,31.782,31.594,31.408,31.478,31.169,31.611,32.146,32.759,33.54,34.079,34.969,36.318,36.107,36.533,36.309,36.423,35.377,34.387,33.236,32.563,31.882,31.741,30.932,30.647,30.533,29.812,29.548,29.298,28.736,28.6,28.485,28.639,28.836,28.867,28.552,28.833,28.562,28.628,29.508,30.102,29.746,29.601,29.324,28.944,29.297,29.989,30.315
1594,B,False,69.101,68.494,68.358,69.248,69.185,70.691,72.601,73.241,71.621,76.887,75.601,79.02,80.833,79.522,81.304,82.917,85.402,85.031,83.334,84.603,82.217,84.654,84.434,83.767,81.805,81.813,81.944,80.355,84.145,80.127,80.45,80.25,81.17,84.123,81.386,82.62,79.008,78.943,78.069,80.97,79.558,79.738,76.837,80.036,80.805,81.189,79.726,81.097,78.918,79.579,81.82,79.912,78.436,82.968,80.724,81.982,80.115,80.917,80.659,82.668,80.605,82.014,80.941,78.753,75.455,75.191,73.903,71.873,72.754,69.693,69.366,69.913,70.113,67.868,68.783,71.056,70.559,71.991,69.958,71.934,72.85,73.096,71.505,70.777,71.488,71.726,73.903,75.753,79.14,77.472,77.42,78.521,76.914,79.229,80.493,80.198,80.567,79.047,80.503,78.955,79.27,80.787,81.14,81.683,82.117,78.949,79.702,79.197,78.965,78.168,79.703,78.171,79.648,76.093,76.438,74.663,75.492,74.701,73.215,74.366
1595,B,False,62.862,65.128,66.665,65.84,62.403,64.389,64.377,63.26,62.944,62.821,60.439,59.749,61.277,61.275,61.969,63.092,61.252,62.533,61.917,61.961,62.755,61.42,59.963,61.501,61.623,61.213,61.186,62.48,62.154,62.806,64.073,64.577,65.937,63.505,64.619,63.134,64.557,64.469,67.059,66.539,63.096,65.165,63.632,67.161,65.526,66.814,63.508,62.714,61.297,59.222,60.607,61.41,60.314,60.214,61.659,60.469,60.606,59.302,57.205,58.417,59.551,59.074,58.152,58.905,58.194,57.949,58.734,60.404,60.062,61.126,60.252,62.109,60.057,61.048,61.955,62.599,59.64,61.037,61.8,64.485,61.89,62.625,66.627,68.47,70.091,70.289,70.339,72.085,70.996,70.231,67.125,73.379,73.911,70.666,72.91,70.2,70.973,68.327,67.877,65.655,65.399,68.596,66.898,66.424,67.814,66.177,66.305,64.288,63.741,66.988,66.209,67.706,69.912,64.684,65.828,68.034,67.227,66.326,65.496,67.157
1596,B,False,72.729,73.062,73.029,73.756,72.663,73.578,72.326,72.144,72.674,72.056,72.017,72.377,72.325,72.018,73.456,73.643,73.63,71.289,70.631,69.555,69.305,68.413,68.93,69.042,68.189,66.901,66.281,64.393,62.948,63.439,63.103,63.581,64.604,65.649,68.503,70.512,71.672,74.02,74.548,74.758,76.773,74.023,72.989,71.976,71.618,72.144,71.066,69.737,68.308,66.757,64.475,64.075,64.129,63.327,64.317,62.273,62.478,62.424,59.915,60.517,60.761,60.557,61.623,60.085,60.631,60.465,60.278,59.439,58.791,57.349,59.065,61.186,60.488,62.361,61.57,62.523,62.729,64.486,65.845,68.486,68.21,69.799,72.55,73.18,72.985,72.168,72.645,71.113,69.494,68.494,67.379,64.7,64.294,65.223,63.445,64.343,65.549,67.433,68.26,69.065,67.904,69.251,72.974,74.69,75.345,76.884,78.013,79.86,79.022,77.415,76.189,77.944,76.786,75.459,74.241,73.265,74.302,73.298,72.998,72.454
1597,B,False,75.681,71.724,72.734,79.858,78.967,73.384,74.782,71.21,73.535,74.037,70.689,66.878,65.909,67.616,68.424,72.393,73.105,69.708,78.152,80.242,78.112,74.679,78.631,79.381,81.496,81.681,80.991,81.261,81.162,80.949,79.116,77.63,79.88,79.725,79.388,78.719,80.042,80.566,80.412,81.542,80.721,83.742,83.397,83.662,85.534,89.927,87.957,86.847,88.156,85.368,86.02,85.306,84.292,86.102,85.455,84.2,85.569,86.061,86.9,85.541,81.688,80.986,81.442,79.451,79.781,82.704,85.013,85.757,88.858,86.32,86.226,89.173,90.384,90.263,90.12,89.472,90.129,89.128,90.655,89.425,85.241,81.093,79.038,77.911,76.964,79.128,79.819,80.65,80.065,79.222,80.526,80.612,80.967,81.062,80.818,82.894,82.378,82.534,84.952,85.862,85.236,84.287,83.463,82.854,84.231,82.801,82.063,82.949,81.801,80.572,83.154,81.883,80.775,81.113,81.788,79.581,81.295,81.018,81.397,80.891
1598,B,False,67.457,66.851,68.622,69.437,68.614,70.137,70.664,72.183,72.379,73.185,73.167,73.643,73.809,73.087,72.729,72.832,71.943,71.808,69.53,69.961,69.14,68.97,68.575,68.133,68.111,69.36,68.313,68.228,67.887,67.906,66.993,67.955,68.225,68.37,68.883,68.926,69.074,68.191,69.578,70.14,69.605,69.522,69.563,69.928,70.087,70.135,69.993,69.449,70.036,70.117,70.742,71.52,71.286,72.53,71.012,72.043,72.206,73.109,74.697,75.477,75.102,75.421,74.856,75.081,75.081,75.315,73.345,72.615,71.868,69.856,69.862,67.882,67.475,67.575,67.494,68.296,68.178,68.781,69.192,70.192,69.619,69.297,70.18,71.93,72.282,73.003,73.069,73.766,75.082,74.956,75.399,75.454,75.296,77.493,76.744,76.445,76.974,77.056,75.231,75.363,75.133,76.699,74.301,74.112,73.456,74.513,73.312,74.716,75.391,74.243,74.721,73.058,73.157,71.604,71.339,70.443,70.264,70.032,69.064,68.141
1599,B,False,45.676,46.986,47.536,49.507,50.578,51.379,52.48,52.24,51.524,50.43,49.46,47.531,46.813,46.456,45.411,44.65,44.394,43.946,44.451,45.716,45.401,46.766,48.175,48.652,48.713,49.78,50.519,50.916,50.907,49.719,52.458,52.542,52.968,53.477,52.996,52.292,54.252,53.39,53.804,54.62,55.09,53.94,54.0,53.486,53.948,53.733,53.267,52.18,50.964,50.718,51.419,50.613,50.488,49.486,49.256,49.33,49.03,49.062,49.684,49.992,50.254,50.982,52.616,53.21,54.935,55.647,57.696,59.195,59.83,59.791,61.262,62.337,61.153,61.122,60.231,58.456,58.284,58.536,58.655,58.632,58.131,58.747,59.281,58.257,57.722,57.72,58.941,59.601,60.539,60.183,61.271,61.465,62.359,62.689,63.445,64.031,65.333,64.893,65.232,64.811,64.752,64.479,64.477,65.056,65.801,65.038,64.671,64.4,63.673,64.754,63.405,63.416,62.794,62.017,62.88,62.972,63.045,61.895,62.266,62.172
1600,B,False,54.977,54.706,54.484,55.092,55.169,55.142,55.355,55.567,56.352,56.628,56.626,57.459,57.874,58.119,58.634,58.503,58.841,58.532,58.619,60.318,60.684,61.677,62.82,61.537,60.977,60.067,60.496,60.831,60.119,60.006,58.918,59.055,57.735,57.13,57.256,56.298,56.137,56.538,55.636,55.656,57.285,57.178,57.522,57.85,57.681,57.929,58.466,59.292,59.593,58.846,58.811,60.065,59.253,59.377,59.001,58.618,58.804,58.442,58.4,57.918,57.871,56.938,56.325,57.237,56.158,55.405,55.4,55.359,55.552,56.237,55.885,55.451,53.887,53.669,53.503,54.105,55.662,55.14,56.784,57.58,57.403,57.407,57.877,57.708,56.575,56.786,55.087,55.072,54.816,55.077,55.829,54.518,54.002,53.587,53.55,53.673,53.876,52.822,53.056,53.436,53.928,53.739,53.973,53.466,54.127,53.36,53.171,53.38,52.301,53.001,52.267,51.666,51.92,53.659,52.732,53.698,54.542,53.758,53.811,52.849
1601,B,False,50.028,51.582,50.761,50.389,51.493,51.972,51.03,51.913,51.563,50.703,50.605,49.353,48.323,46.979,46.994,45.788,45.95,46.404,47.063,47.03,45.963,45.425,45.68,44.927,45.552,46.196,46.496,45.908,46.823,46.855,46.751,45.566,46.456,47.03,48.373,47.916,47.864,47.324,47.747,47.462,47.592,47.949,47.238,47.81,48.574,48.118,48.913,49.626,50.849,51.809,53.098,53.275,52.542,54.648,55.828,55.036,54.625,55.326,55.726,55.303,54.898,54.723,53.427,52.102,51.945,51.479,52.178,51.735,51.244,50.816,52.699,53.332,53.259,53.541,54.489,54.933,55.507,56.746,57.243,58.698,59.03,58.881,60.724,61.19,61.923,62.677,60.821,60.965,62.694,62.413,62.999,63.033,63.933,64.814,64.472,63.358,62.358,61.411,61.545,62.379,62.207,62.321,60.951,60.963,61.032,61.942,62.416,62.567,62.081,61.685,62.657,63.712,64.651,66.429,66.602,67.796,67.781,69.44,69.2,69.322
1602,B,False,37.515,38.497,39.898,38.17,37.709,37.323,38.083,37.474,39.661,40.818,41.87,41.802,42.961,42.414,44.991,46.143,44.497,44.308,44.481,44.879,45.541,45.475,44.18,45.101,43.367,42.045,41.411,40.373,40.907,41.901,41.534,42.879,42.451,42.053,43.1,43.872,42.637,41.872,41.65,44.026,42.825,43.562,44.381,45.252,46.469,50.0,54.008,53.611,51.809,48.509,51.757,52.439,52.577,56.086,57.187,59.937,56.668,58.724,59.292,63.683,64.618,63.176,61.277,60.525,61.433,59.83,62.014,61.734,64.214,63.452,62.809,64.255,65.828,67.016,66.037,65.357,65.426,66.313,65.513,67.201,68.843,66.381,67.045,67.78,68.612,69.766,69.299,70.935,73.614,72.108,73.024,73.568,72.211,69.312,72.36,70.331,68.538,68.139,68.861,66.323,69.043,67.709,67.199,65.788,68.578,66.957,68.724,68.349,67.98,67.929,69.125,68.073,68.582,67.488,66.354,67.586,65.51,64.772,64.355,63.257
1603,B,False,31.077,31.219,31.406,31.671,32.294,34.459,33.601,34.48,34.476,33.849,34.131,34.114,32.231,32.225,32.654,31.848,30.761,31.325,30.328,30.52,31.444,31.532,31.861,32.401,33.076,33.244,33.786,32.91,33.508,33.242,32.903,32.876,32.678,32.594,32.778,32.407,32.198,32.496,31.972,31.773,30.712,30.444,30.616,30.298,30.454,30.71,30.854,30.718,31.162,31.194,31.342,31.639,31.687,32.376,32.463,31.887,31.931,31.808,32.349,31.895,32.166,32.391,32.106,32.208,32.212,32.356,31.964,32.404,32.373,32.216,32.1,31.563,32.146,31.78,31.874,31.645,31.73,32.114,32.405,32.02,31.886,31.706,31.965,31.991,31.976,32.453,32.249,32.11,31.974,32.438,31.878,32.459,32.878,32.761,33.025,33.638,33.134,33.796,34.022,33.924,34.157,34.02,34.476,34.536,34.742,34.657,34.444,34.654,34.54,34.793,33.775,33.804,33.517,33.764,33.442,33.473,33.521,33.58,33.843,33.944
1604,B,False,57.929,58.071,57.601,57.582,57.953,57.933,57.985,57.842,57.455,59.149,59.163,60.877,60.92,62.819,62.662,63.878,64.604,65.646,66.709,67.137,66.156,64.098,65.545,64.425,64.292,62.528,62.602,60.054,60.078,59.213,58.558,59.404,59.366,62.135,62.387,61.834,62.35,62.483,62.456,63.329,63.921,64.344,65.141,66.867,64.996,65.802,66.44,67.64,66.842,67.753,65.938,66.604,67.818,67.945,67.109,66.425,66.673,67.331,66.826,65.424,65.141,66.101,66.228,66.597,65.564,64.793,64.516,62.991,63.697,62.406,61.886,62.202,62.805,65.47,66.414,66.322,67.361,69.621,69.222,71.52,71.029,71.626,72.509,74.038,74.226,73.441,72.498,71.01,71.484,71.062,68.822,68.386,67.55,67.924,66.813,66.52,65.966,65.845,66.393,66.811,66.753,66.188,64.53,66.191,65.777,66.653,66.984,65.57,65.474,67.124,66.972,67.095,66.734,65.474,66.976,64.513,65.386,66.224,64.982,65.131
1605,B,False,63.125,62.998,62.274,61.607,61.753,62.062,61.292,59.717,59.42,58.221,58.294,57.7,57.378,57.137,56.231,56.053,56.251,56.36,54.757374999999996,53.15475,51.552125000000004,49.9495,48.346875,46.74425,45.141625000000005,43.539,59.337,61.293,61.558,60.5,60.21,62.816,58.783,57.671,57.449,60.69,56.609,56.644,56.287,56.399,56.511,56.315,60.874,56.319,56.617,56.592,55.922,55.626,55.761,55.297,55.564,55.511,55.33,55.081,55.04,54.234,53.922,54.368,54.731,54.559,54.214,54.176,54.059,53.95,54.189,53.823,54.09,54.71,55.421,56.321,56.877,57.22,57.972,58.014,57.826,57.711,57.237,56.307,55.299,54.346,54.2,53.759,53.874,53.503,53.055,53.045,53.106,52.882,52.531,53.448,53.688,54.63,55.048,54.994,55.635,56.383,56.788,57.045,56.843,56.848,56.583,56.05,55.876,55.43,55.06,54.616,54.163,54.273,54.175,53.7,53.751,53.04,53.177,53.782,53.402,53.807,53.795,53.467,54.208,54.215
1606,B,False,65.467,67.781,67.111,70.264,69.364,69.386,71.361,69.945,68.541,67.033,66.839,63.434,62.469,59.208,59.214,59.167,56.671,56.498,57.056,57.104,56.345,57.47,55.147,55.169,56.85,55.188,57.246,56.754,56.742,57.487,57.071,55.85,58.012,61.522,59.165,59.711,61.24,62.498,64.392,64.964,65.841,66.111,67.283,69.375,67.17,66.762,64.374,61.813,61.417,60.92,59.093,56.207,55.953,56.611,57.046,56.08,55.793,54.8,56.368,59.499,60.637,61.346,59.811,60.506,62.64,60.481,62.443,61.953,61.368,60.548,60.762,60.549,59.848,58.721,58.671,58.755,56.89,55.904,56.156,55.379,54.696,53.106,52.213,50.824,52.717,51.883,51.833,51.838,51.616,50.9,50.692,50.808,50.799,51.448,52.92,53.832,54.641,56.927,56.031,57.05,57.147,56.733,57.472,57.084,55.689,54.578,53.047,52.562,50.735,50.638,49.49,48.077,47.223,46.801,46.864,47.13,48.391,47.469,46.077,47.625
1607,B,False,37.681,38.043,38.067,38.794,38.663,38.735,39.182,39.672,39.225,39.362,39.97,40.12,40.416,41.235,41.49,42.776,42.424,43.218,43.986,43.654,43.81,44.116,44.113,44.365,44.669,44.608,43.424,43.372,43.046,43.034,42.274,41.943,42.337,41.575,41.206,41.339,41.763,41.972,42.396,43.032,43.317,44.209,43.69,44.293,44.252,44.411,45.344,45.654,45.728,45.824,46.317,46.491,46.617,46.774,47.636,46.913,47.613,46.976,47.247,48.045,47.161,47.83,47.733,47.675,47.479,47.659,47.534,48.118,47.908,48.161,47.766,47.736,47.537,47.413,47.763,47.264,47.652,47.216,47.505,46.588,46.335,46.682,46.928,47.192,46.87,46.955,48.598,48.859,50.248,50.437,50.77,51.527,52.205,52.026,52.098,51.575,51.223,50.724,50.658,49.71,48.594,47.984,47.88,47.784,47.389,47.907,47.637,47.552,47.781,47.821,47.609,47.089,47.434,47.845,48.192,47.827,47.913,47.717,47.554,47.942
1608,B,False,62.378,61.814,61.287,60.608,61.559,61.446,60.13,60.489,61.09,62.028,64.37,65.934,66.237,66.342,67.2,67.554,66.855,66.199,63.818,62.727,61.126,60.323,59.736,59.229,59.393,58.688,59.308,57.988,58.242,58.339,58.607,58.601,58.989,59.738,60.719,60.875,61.077,60.864,61.136,61.916,60.563,60.965,61.47,59.822,60.217,60.75,61.223,61.559,62.064,61.478,61.885,61.796,60.586,59.515,60.37,60.437,60.088,60.274,61.022,60.292,61.36,62.008,61.612,62.786,63.796,65.064,66.652,69.612,70.263,71.929,71.675,72.114,71.404,70.488,68.764,67.946,66.415,65.721,64.347,63.771,63.925,63.067,63.51,63.59,64.476,63.91,65.822,65.809,67.132,68.133,68.049,68.141,67.491,69.087,69.168,68.598,68.541,68.441,69.821,68.403,68.725,69.368,68.866,67.505,67.626,68.806,68.654,68.449,67.634,69.093,68.367,67.227,66.03,66.019,65.644,65.296,64.443,64.902,65.367,64.866
1609,B,False,32.76,31.812,32.696,32.504,33.241,33.596,33.51,33.587,34.809,34.993,34.851,34.607,34.413,34.149,34.564,34.559,34.737,35.322,36.227,36.02,36.37,36.094,36.084,36.014,35.938,35.552,35.917,35.072,34.343,35.112,34.741,33.889,33.692,33.993,34.554,35.082,34.19,33.789,33.608,33.333,33.119,33.807,34.562,33.768,34.105,33.675,34.826,33.086,33.062,32.866,33.729,32.65,33.58,33.153,34.742,32.924,34.75,35.487,33.493,32.85,32.722,31.214,31.603,32.842,30.712,31.569,31.659,31.314,31.617,30.787,31.18,30.865,30.16,30.407,30.516,30.387,30.776,31.104,29.454,30.76,29.487,28.849,28.788,29.735,29.315,29.322,29.635,29.205,31.134,31.293,27.733,29.629,29.408,28.201,28.975,29.838,30.45,29.747,29.289,29.234,30.604,28.82,31.355,30.141,29.228,29.806,30.047,29.968,28.575,28.926,31.559,30.049,31.676,32.583,31.028,30.234,32.66,32.907,34.293,34.824
1610,B,False,53.626,53.479,53.564,53.74,53.046,54.266,53.664,55.107,55.609,56.386,56.214,56.488,56.367,57.024,58.03,57.855,57.801,58.124,58.621,58.887,58.855,58.037,58.479,57.586,57.758,57.527,56.898,57.26,57.444,57.139,57.794,57.805,57.34,57.153,57.593,57.58,57.591,59.574,59.114,60.441,61.307,60.921,61.294,62.657,61.273,62.452,62.758,62.635,62.785,62.12,63.816,64.19,63.881,63.425,64.597,63.69,63.595,63.733,65.301,64.004,64.395,64.362,64.878,64.324,63.616,62.856,63.991,62.713,62.634,63.441,62.785,61.941,61.467,60.218,59.24,59.34,59.28,59.817,58.506,58.407,59.41,58.999,59.225,59.812,60.831,60.276,61.401,61.937,62.194,62.112,62.181,62.197,62.328,62.586,61.226,61.251,60.538,60.397,60.11,59.754,60.306,59.679,58.871,58.223,58.04,57.849,57.885,57.62,56.956,57.705,57.011,56.896,56.401,56.114,56.125,56.771,56.24,56.908,56.69,56.89
1611,B,False,55.015,55.252,55.062,55.153,55.68,55.827,56.036,56.396,56.822,56.794,57.98,57.776,57.389,56.62,56.551,56.818,55.731,55.124,55.111,54.882,54.736,54.403,54.491,53.658,53.589,53.16,52.723,52.464,52.103,52.844,52.117,52.96,52.846,53.27,54.064,54.914,56.963,57.491,58.046,58.145,59.071,59.061,58.964,58.11,57.019,56.389,55.83,54.742,54.78,54.144,52.966,52.539,52.668,51.609,51.864,51.033,51.433,51.615,51.933,52.753,52.633,52.691,52.75,52.41,52.069,52.684,53.084,53.141,53.118,53.471,52.7,53.638,53.462,53.675,53.688,53.942,53.42,53.597,53.287,53.451,53.579,52.965,54.436,55.24,55.94,56.876,57.63,59.158,59.542,59.379,60.003,59.756,59.965,58.885,57.994,57.08,55.677,55.241,54.014,53.467,53.343,54.001,55.612,55.766,56.031,55.6,56.294,57.118,58.029,58.136,59.101,59.015,60.017,61.314,61.86,62.72,62.85,63.664,63.475,63.951
1612,B,False,83.22,81.623,80.857,81.447,81.404,80.817,80.43,80.822,81.598,81.523,81.636,81.796,81.664,81.905,82.154,82.179,81.647,81.266,81.09,79.315,76.624,76.302,77.059,75.409,75.886,77.123,77.688,76.807,75.963,74.92,75.692,76.089,76.459,77.909,80.606,81.798,83.109,83.166,82.487,82.459,81.661,81.547,82.387,80.919,81.179,80.829,79.637,78.398,78.034,78.036,77.85,76.702,75.745,75.284,75.101,75.411,74.241,74.22,74.619,74.157,73.373,74.217,73.8,73.242,73.906,75.125,75.85,75.275,75.154,75.033,75.825,77.866,77.743,78.153,78.505,79.509,79.262,78.498,78.452,79.82,79.221,77.463,77.388,76.911,75.514,73.889,71.725,70.591,70.271,71.279,72.651,71.144,72.067,73.016,73.298,74.643,75.06,77.289,77.426,78.612,79.571,81.079,80.759,80.38,80.216,79.777,80.72,80.636,80.77,79.634,78.628,79.201,77.951,76.847,75.563,75.42,74.606,74.034,74.075,74.006
1613,B,False,33.859,33.747,33.917,33.809,33.82,33.581,33.083,34.072,34.128,33.978,33.899,33.976,33.911,34.307,34.061,34.019,34.38,34.038,34.468,34.814,35.329,35.46,35.075,35.85,35.609,36.247,35.907,36.301,36.366,36.395,36.257,35.81,35.9,35.523,35.554,35.323,35.32,35.131,35.248,34.912,34.494,34.563,34.777,34.921,34.391,34.6,34.901,34.412,34.468,34.69,34.89,35.226,35.619,35.629,36.151,36.253,36.425,36.479,37.194,36.934,36.613,36.902,37.387,37.956,37.706,37.896,38.137,37.913,37.535,37.204,37.256,37.361,36.965,36.743,36.811,36.518,36.563,35.886,36.375,36.253,35.88,36.029,36.01,35.604,35.775,35.877,36.068,36.073,36.035,36.113,36.688,36.459,37.052,37.242,37.383,37.181,37.709,37.996,37.862,37.984,37.786,38.037,38.162,38.111,38.283,38.212,38.107,38.275,38.537,38.543,39.004,39.044,39.038,38.553,38.565,38.925,39.111,38.206,38.737,38.101
1614,B,False,66.153,66.264,66.709,66.106,66.116,66.038,65.839,65.828,65.728,65.546,65.551,65.587,65.409,65.289,64.899,64.609,64.29,63.933,64.122,63.855,63.914,64.123,64.08,64.698,64.68,64.549,64.282,64.442,64.898,64.727,64.299,64.54,64.877,64.91,65.279,65.443,65.405,64.903,64.959,64.742,64.61,64.82,64.327,63.905,63.645,64.112,64.41,64.442,64.5,64.518,64.181,64.53,64.066,64.984,64.885,64.233,63.985,64.453,64.839,64.641,64.838,64.675,64.724,64.9,65.138,65.621,66.447,66.805,66.074,66.379,66.385,67.81,68.066,67.97,67.619,67.78,67.1,67.034,67.072,67.533,67.307,66.849,67.293,67.034,67.037,66.323,65.923,65.862,65.524,65.298,65.416,65.42,65.6,65.026,64.817,64.716,64.355,64.91,65.131,65.389,65.635,65.45,65.908,65.157,66.29,65.832,65.392,66.038,66.486,66.59,66.751,67.095,67.251,66.841,66.969,66.691,66.765,66.515,66.314,66.288
1615,B,False,66.494,66.551,66.096,67.88,67.797,67.399,68.526,69.196,69.382,69.728,71.045,71.604,72.181,72.696,72.587,73.723,72.371,69.281,69.52,67.437,66.218,66.305,65.144,64.804,64.818,65.599,65.411,65.223,65.035,64.84700000000001,64.659,64.471,64.283,64.095,63.907000000000004,63.719,63.531,63.343,63.155,70.924,69.368,69.065,62.643,66.304,65.76,67.279,66.246,69.294,68.7,69.757,69.673,69.323,70.518,69.275,69.848,71.347,69.646,69.337,68.72,68.717,68.967,68.984,69.07,68.988,68.709,67.744,67.989,68.14,66.92475,65.7095,64.49425000000001,63.279,65.967,67.88,67.398,68.972,61.055,70.966,72.018,74.122,76.484,77.201,76.97,76.785,76.44,74.452,71.581,68.066,68.078,67.208,66.794,66.009,65.323,65.349,65.168,67.092,68.003,69.941,70.856,71.748,72.496,72.097,72.756,72.533,71.319,71.61,69.83,69.986,67.567,66.126,65.185,65.187,64.018,62.715,62.372,60.931,60.635,59.718,61.072,61.015
1616,B,False,59.763,59.269,60.535,61.838,61.383,59.694,61.503,61.223,62.808,62.148,60.178,60.847,60.067,60.557,60.69,60.565,60.428,58.465,57.735,58.421,58.229,58.167,57.843,58.056,58.502,57.942,58.24,57.258,58.982,58.883,57.249,57.66,56.348,54.517,53.211,52.72,52.941,53.295,52.826,52.917,53.239,52.349,52.012,51.739,50.408,51.088,51.771,50.134,50.954,52.141,54.133,53.582,54.071,52.156,53.325,53.494,54.31,53.256,53.156,52.944,51.104,53.229,51.992,52.789,51.277,52.202,51.334,50.819,50.254,48.951,49.377,49.383,48.887,48.77,47.358,47.828,47.608,47.117,46.076,45.917,47.998,47.768,47.405,47.556,48.118,47.598,47.617,47.814,48.165,47.918,47.78,47.816,48.496,48.01,47.645,47.067,46.766,45.93,45.886,46.102,44.741,44.843,43.587,43.497,44.062,44.044,42.849,42.78,41.718,41.97,42.123,42.564,42.882,42.246,42.755,44.101,43.552,43.054,42.915,42.653
1617,B,True,54.311,54.602,54.401,54.861,55.577,55.897,56.089,56.757,57.193,58.284,59.155,54.607166666666664,50.059333333333335,45.5115,40.96366666666667,36.41583333333333,31.868,53.747,57.755,57.438,57.004,56.752,57.452,60.93,57.057,57.756,57.601,61.803,58.29,57.912,58.754,58.902,60.118,59.949,59.949,60.368,60.445,60.866,61.056,61.271,61.258,61.638,61.743,61.727,61.584,61.943,61.438,60.842,61.156,61.569,61.52,61.546,61.24,60.812,60.384,60.955,60.266,59.766,59.594,59.539,58.814,58.97,59.13,59.321,59.803,60.44,61.454,62.359,63.285,64.127,64.51,65.066,65.761,64.694,64.115,63.675,62.864,62.449,61.134,60.375,60.713,60.313,59.704,59.335,59.14,58.673,59.56,60.232,60.529,61.152,61.15,61.895,62.373,63.051,63.436,64.134,63.875,64.155,68.134,64.985,64.193,63.991,63.819,64.036,64.18,64.567,64.799,64.847,64.55,64.541,64.249,64.677,63.584,63.02,62.39,62.24,62.153,62.305,61.886,61.048
1618,B,False,52.58,52.662,52.835,53.276,54.0,54.77,55.318,55.698,55.794000000000004,55.89,56.453,55.617,56.087,56.417,55.808,55.691,55.715,55.624,55.453,55.802,55.622,55.095,54.972,54.054,53.904,54.075,53.758,53.47,53.717,54.037,54.311,54.602,54.401,54.861,55.577,55.897,56.089,56.757,57.193,58.284,59.155,54.607166666666664,50.059333333333335,45.5115,40.96366666666667,36.41583333333333,31.868,53.747,57.755,57.438,57.004,56.752,57.452,60.93,57.057,57.756,57.601,61.803,58.29,57.912,58.754,58.902,60.118,59.949,59.949,60.368,60.445,60.866,61.056,61.271,61.258,61.638,61.743,61.727,61.584,61.943,61.438,60.842,61.156,61.569,61.52,61.546,61.24,60.812,60.384,60.955,60.266,59.766,59.594,59.539,58.814,58.97,59.13,59.321,59.803,60.44,61.454,62.359,63.285,64.127,64.51,65.066,65.761,64.694,64.115,63.675,62.864,62.449,61.134,60.375,60.713,60.313,59.704,59.335,59.14,58.673,59.56,60.232,60.529,61.152
